ikey	Location	Source	Chronological Frame	Language
PH265351	Tios	EtAnat 283, 4	---	Greek
PH265352	Tios	EtAnat 283, 5	---	Greek
PH265353	Tios	EtAnat 283, 6	---	Greek
PH265354	Tios	EtAnat 284, 7	---	Greek
PH265358	Tios	EtAnat 286, 10	---	Greek
PH265359	Tios	EtAnat 286, 11	---	Greek
PH265360	Tios	EtAnat 287, 12	---	Greek
PH265361	Tios	EtAnat 288, 13	---	Greek
PH265362	Tios	EtAnat 288, 14	---	Greek
PH265363	Tios	EtAnat 289, 15	---	Greek
PH265364	Tios	EtAnat 289, 16	---	Greek
PH265365	Tios	EtAnat 289, 17	---	Greek
PH265366	Tios	EtAnat 294, n4	---	Gr/Lat
PH265770	Tios	SEG 27: 839	---	Greek
PH265781	Tios	SEG 35: 1358	---	Greek
	Tios	SEG 59: 1438	---	Greek
PH183462	Tios 	CIRB 732	AD 200–250	Greek
PH279757	unknown	CIG 6869	Late Hellenistic period?	Greek
	unknown	AE 2003, 1653	Byzantine period	Greek
	unknown	AE 1993, 1442	244 AD	Greek
	unknown	AE 2007, 1335	224/225 AD	Greek
	unknown	AE 2007, 1334	213/214 AD	Greek
PH279764	unknown	OstgrGR 1157	1st c. AD?	Greek
	unknown	AE 2007, 1333	174/175 AD	Greek
	unknown	AE 2002, 1353                 	138–161 AD	Greek
PH279721	unknown	AA 48, 139, 2	---	Greek
PH279759	unknown	CIG 8912	---	Greek
PH279727	unknown	AM 33, 154, 13	---	Greek
	unknown (Bolu museum)	SEG 58: 1456	Roman Imperial period	Greek
	unknown (Bolu museum)	SEG 58: 1458	Roman Imperial period	Greek
	unknown (Bolu museum)	SEG 58: 1461	Roman Imperial period	Greek
	unknown (Bolu museum)	SEG 58: 1459	after 212 AD	Greek
	unknown (Bolu museum)	SEG 58: 1463	4th century AD	Greek
	unknown (Bolu museum)	SEG 58: 1462	3rd century AD ?	Greek
	unknown (Bolu museum)	SEG 58: 1460	2nd century AD ?	Greek
	unknown (Bolu museum)	SEG 58: 1455	2nd century AD	Greek
	unknown (Bolu museum)	SEG 58: 1457	2nd century AD	Greek
	unknown (Lamounia ?)	SEG 60: 1337	3rd century AD	Greek
	Juliopolis	AE 1984, 0889	AD 215–216	Gr / Lat
	Juliopolis	AE 1984, 0890	AD 215–216	Gr / Lat
	Juliopolis	AE 1984, 0891	AD 215–216	Gr / Lat
